file,item,family,tier,split,variant,score,detected
item_00057_cctv_T1_train_A.png,00057,cctv,T1,train,A,0.3549373745918274,False
item_00058_cctv_T1_train_B.png,00058,cctv,T1,train,B,0.2478919476270675,False
item_00059_cctv_T1_train_C.png,00059,cctv,T1,train,C,0.9154113531112672,True
item_00060_cctv_T1_train_A.png,00060,cctv,T1,train,A,0.8965171575546265,True
item_00061_cctv_T1_train_B.png,00061,cctv,T1,train,B,0.1064168587327003,False
item_00063_cctv_T1_train_A.png,00063,cctv,T1,train,A,0.7726380825042725,True
item_00064_cctv_T1_train_B.png,00064,cctv,T1,train,B,0.8817182779312134,True
item_00065_cctv_T1_train_C.png,00065,cctv,T1,train,C,0.8907138109207153,True
item_00066_cctv_T1_train_A.png,00066,cctv,T1,train,A,0.9120668172836304,True
item_00067_cctv_T1_train_B.png,00067,cctv,T1,train,B,0.146290898323059,False
item_00068_cctv_T1_train_C.png,00068,cctv,T1,train,C,0.8806011080741882,True
item_00069_cctv_T1_train_A.png,00069,cctv,T1,train,A,0.3298026025295257,False
item_00070_cctv_T1_train_B.png,00070,cctv,T1,train,B,0.421267569065094,True
item_00071_cctv_T1_train_C.png,00071,cctv,T1,train,C,0.9124174118041992,True
item_00072_cctv_T1_train_A.png,00072,cctv,T1,train,A,0.9088844656944276,True
item_00073_cctv_T1_train_B.png,00073,cctv,T1,train,B,0.3149944841861725,False
item_00074_cctv_T1_train_C.png,00074,cctv,T1,train,C,0.7754864692687988,True
item_00075_cctv_T1_train_A.png,00075,cctv,T1,train,A,0.7925519347190857,True
item_00076_cctv_T1_train_B.png,00076,cctv,T1,train,B,0.9159379005432128,True
item_00077_cctv_T1_train_C.png,00077,cctv,T1,train,C,0.2594651281833648,False
item_00078_cctv_T1_train_A.png,00078,cctv,T1,train,A,0.9156178832054138,True
item_00079_cctv_T1_train_B.png,00079,cctv,T1,train,B,0.7875609397888184,True
item_00080_cctv_T2_train_A.png,00080,cctv,T2,train,A,0.3283275365829468,False
item_00081_cctv_T2_train_B.png,00081,cctv,T2,train,B,0.8935657739639282,True
item_00082_cctv_T2_train_C.png,00082,cctv,T2,train,C,0.8009604215621948,True
item_00083_cctv_T2_hero_Photoshop.png,00083,cctv,T2,hero,Photoshop,0.1064378693699836,False
item_00085_cctv_T2_train_C.png,00085,cctv,T2,train,C,0.8853288888931274,True
item_00087_cctv_T2_train_B.png,00087,cctv,T2,train,B,0.7991091012954712,True
item_00088_cctv_T2_train_C.png,00088,cctv,T2,train,C,0.86615389585495,True
item_00089_cctv_T2_train_A.png,00089,cctv,T2,train,A,0.8105494379997253,True
item_00090_cctv_T2_train_B.png,00090,cctv,T2,train,B,0.5051856637001038,True
item_00094_cctv_T2_train_C.png,00094,cctv,T2,train,C,0.8743292093276978,True
item_00095_cctv_T2_train_A.png,00095,cctv,T2,train,A,0.8704115748405457,True
item_00097_cctv_T2_train_C.png,00097,cctv,T2,train,C,0.8435254693031311,True
item_00099_cctv_T2_train_B.png,00099,cctv,T2,train,B,0.9368921518325806,True
item_00100_cctv_T2_train_B.png,00100,cctv,T2,train,B,0.8537752032279968,True
item_00101_cctv_T2_train_C.png,00101,cctv,T2,train,C,0.744634211063385,True
item_00102_cctv_T2_train_A.png,00102,cctv,T2,train,A,0.5326787829399109,True
item_00103_cctv_T2_hero_Photoshop.png,00103,cctv,T2,hero,Photoshop,0.0910463035106659,False
item_00104_cctv_T2_train_C.png,00104,cctv,T2,train,C,0.2423477321863174,False
item_00105_cctv_T2_train_A.png,00105,cctv,T2,train,A,0.8118337392807007,True
item_00106_cctv_T2_train_B.png,00106,cctv,T2,train,B,0.2254054546356201,False
item_00107_cctv_T2_train_C.png,00107,cctv,T2,train,C,0.896052896976471,True
item_00109_cctv_T2_train_B.png,00109,cctv,T2,train,B,0.2011586427688598,False
item_00111_cctv_T2_train_A.png,00111,cctv,T2,train,A,0.787891685962677,True
item_00112_cctv_T2_train_B.png,00112,cctv,T2,train,B,0.8027744889259338,True
item_00113_cctv_T2_train_C.png,00113,cctv,T2,train,C,0.9294933676719666,True
item_00116_cctv_T2_train_C.png,00116,cctv,T2,train,C,0.8636266589164734,True
item_00117_cctv_T2_train_A.png,00117,cctv,T2,train,A,0.7740706205368042,True
item_00118_cctv_T2_train_B.png,00118,cctv,T2,train,B,0.7524723410606384,True
item_00119_cctv_T2_train_C.png,00119,cctv,T2,train,C,0.8529045581817627,True
item_00120_cctv_T2_train_C.png,00120,cctv,T2,train,C,0.8363683223724365,True
item_00121_cctv_T2_train_A.png,00121,cctv,T2,train,A,0.1734447181224823,False
item_00123_cctv_T2_train_C.png,00123,cctv,T2,train,C,0.4683275818824768,True
item_00124_cctv_T2_train_A.png,00124,cctv,T2,train,A,0.1973606646060943,False
item_00125_cctv_T2_train_B.png,00125,cctv,T2,train,B,0.1675783395767212,False
item_00127_cctv_T2_train_A.png,00127,cctv,T2,train,A,0.7965247631072998,True
item_00128_cctv_T2_train_B.png,00128,cctv,T2,train,B,0.8931736946105957,True
item_00129_cctv_T2_train_C.png,00129,cctv,T2,train,C,0.8604754209518433,True
item_00130_cctv_T2_train_A.png,00130,cctv,T2,train,A,0.4914823174476623,True
item_00131_cctv_T2_train_B.png,00131,cctv,T2,train,B,0.1346304565668106,False
item_00132_cctv_T2_train_C.png,00132,cctv,T2,train,C,0.4010416865348816,True
item_00134_cctv_T2_train_B.png,00134,cctv,T2,train,B,0.8268709182739258,True
item_00136_cctv_T2_train_A.png,00136,cctv,T2,train,A,0.7239211201667786,True
item_00137_cctv_T2_train_B.png,00137,cctv,T2,train,B,0.0708335265517234,False
item_00138_cctv_T2_train_C.png,00138,cctv,T2,train,C,0.2737185060977936,False
item_00140_cctv_T2_train_A.png,00140,cctv,T2,train,A,0.9277064204216005,True
item_00141_cctv_T2_train_B.png,00141,cctv,T2,train,B,0.9194916486740112,True
item_00142_cctv_T2_train_C.png,00142,cctv,T2,train,C,0.2316422015428543,False
item_00144_cctv_T2_train_B.png,00144,cctv,T2,train,B,0.441899687051773,True
item_00145_cctv_T2_train_C.png,00145,cctv,T2,train,C,0.664486825466156,True
item_00146_cctv_T2_train_A.png,00146,cctv,T2,train,A,0.5764632821083069,True
item_00147_cctv_T2_train_B.png,00147,cctv,T2,train,B,0.870566725730896,True
item_00148_cctv_T2_train_C.png,00148,cctv,T2,train,C,0.9064866304397584,True
item_00149_cctv_T2_train_A.png,00149,cctv,T2,train,A,0.789487361907959,True
item_00150_cctv_T2_train_B.png,00150,cctv,T2,train,B,0.435391902923584,True
item_00151_cctv_T2_train_C.png,00151,cctv,T2,train,C,0.1916191279888153,False
item_00152_cctv_T2_train_A.png,00152,cctv,T2,train,A,0.7499560713768005,True
item_00153_cctv_T2_train_B.png,00153,cctv,T2,train,B,0.7488769292831421,True
item_00155_cctv_T2_train_A.png,00155,cctv,T2,train,A,0.853175699710846,True
item_00156_cctv_T2_train_B.png,00156,cctv,T2,train,B,0.9284576177597046,True
item_00157_cctv_T2_train_C.png,00157,cctv,T2,train,C,0.8428879380226135,True
item_00158_cctv_T2_train_A.png,00158,cctv,T2,train,A,0.9003673195838928,True
item_00159_cctv_T2_train_B.png,00159,cctv,T2,train,B,0.9219436645507812,True
item_00160_cctv_T1_test_B.png,00160,cctv,T1,test,B,0.0617266073822975,False
item_00161_cctv_T1_test_C.png,00161,cctv,T1,test,C,0.8917264342308044,True
item_00162_cctv_T1_test_A.png,00162,cctv,T1,test,A,0.8773807287216187,True
item_00163_cctv_T1_test_B.png,00163,cctv,T1,test,B,0.8972651362419128,True
item_00164_cctv_T1_test_C.png,00164,cctv,T1,test,C,0.9193843603134156,True
item_00165_cctv_T1_test_A.png,00165,cctv,T1,test,A,0.9071893095970154,True
item_00166_cctv_T1_test_B.png,00166,cctv,T1,test,B,0.8707051873207092,True
item_00167_cctv_T1_test_C.png,00167,cctv,T1,test,C,0.905360996723175,True
item_00168_cctv_T1_test_A.png,00168,cctv,T1,test,A,0.8726950883865356,True
item_00169_cctv_T1_test_B.png,00169,cctv,T1,test,B,0.7462016344070435,True
item_00170_cctv_T1_test_C.png,00170,cctv,T1,test,C,0.9150874018669128,True
item_00171_cctv_T1_test_A.png,00171,cctv,T1,test,A,0.9418140649795532,True
item_00172_cctv_T1_test_B.png,00172,cctv,T1,test,B,0.9271593689918518,True
item_00173_cctv_T1_test_C.png,00173,cctv,T1,test,C,0.901312291622162,True
item_00174_cctv_T1_test_A.png,00174,cctv,T1,test,A,0.8883627653121948,True
item_00175_cctv_T1_test_B.png,00175,cctv,T1,test,B,0.8839583396911621,True
item_00176_cctv_T1_test_C.png,00176,cctv,T1,test,C,0.9441502690315248,True
item_00177_cctv_T1_test_A.png,00177,cctv,T1,test,A,0.9157440066337584,True
item_00178_cctv_T1_test_B.png,00178,cctv,T1,test,B,0.776431679725647,True
item_00179_cctv_T1_test_C.png,00179,cctv,T1,test,C,0.8897332549095154,True
item_00180_cctv_T1_test_A.png,00180,cctv,T1,test,A,0.9077923893928528,True
item_00181_cctv_T1_test_B.png,00181,cctv,T1,test,B,0.215140089392662,False
item_00182_cctv_T1_test_C.png,00182,cctv,T1,test,C,0.911034107208252,True
item_00183_cctv_T1_test_A.png,00183,cctv,T1,test,A,0.8722650408744812,True
item_00184_cctv_T1_test_B.png,00184,cctv,T1,test,B,0.8362271189689636,True
item_00186_cctv_T1_test_A.png,00186,cctv,T1,test,A,0.8284762501716614,True
item_00187_cctv_T1_test_B.png,00187,cctv,T1,test,B,0.9176995158195496,True
item_00188_cctv_T1_test_C.png,00188,cctv,T1,test,C,0.9373779296875,True
item_00189_cctv_T1_test_A.png,00189,cctv,T1,test,A,0.3741621673107147,True
item_00190_cctv_T1_test_B.png,00190,cctv,T1,test,B,0.062468908727169,False
item_00191_cctv_T1_test_C.png,00191,cctv,T1,test,C,0.2376646846532821,False
item_00192_cctv_T1_test_A.png,00192,cctv,T1,test,A,0.9241618514060974,True
item_00193_cctv_T1_test_B.png,00193,cctv,T1,test,B,0.934637725353241,True
item_00194_cctv_T1_test_C.png,00194,cctv,T1,test,C,0.9041452407836914,True
item_00195_cctv_T1_test_A.png,00195,cctv,T1,test,A,0.7479137182235718,True
item_00196_cctv_T1_test_B.png,00196,cctv,T1,test,B,0.8311159610748291,True
item_00198_cctv_T1_test_A.png,00198,cctv,T1,test,A,0.9195019602775574,True
item_00199_cctv_T1_test_B.png,00199,cctv,T1,test,B,0.9109171628952026,True
item_00200_cctv_T2_test_B.png,00200,cctv,T2,test,B,0.9041021466255188,True
item_00201_cctv_T2_test_C.png,00201,cctv,T2,test,C,0.9134690165519714,True
item_00202_cctv_T2_test_A.png,00202,cctv,T2,test,A,0.9399009943008424,True
item_00203_cctv_T2_test_B.png,00203,cctv,T2,test,B,0.3832197189331054,True
item_00204_cctv_T2_test_C.png,00204,cctv,T2,test,C,0.0907297804951667,False
item_00205_cctv_T2_test_A.png,00205,cctv,T2,test,A,0.710665762424469,True
item_00206_cctv_T2_test_B.png,00206,cctv,T2,test,B,0.9069790840148926,True
item_00207_cctv_T2_test_C.png,00207,cctv,T2,test,C,0.8744269013404846,True
item_00208_cctv_T2_test_A.png,00208,cctv,T2,test,A,0.8356927037239075,True
item_00209_cctv_T2_test_B.png,00209,cctv,T2,test,B,0.4252804219722748,True
item_00210_cctv_T2_test_C.png,00210,cctv,T2,test,C,0.9010360836982728,True
item_00211_cctv_T2_test_A.png,00211,cctv,T2,test,A,0.9093477129936218,True
item_00212_cctv_T2_test_B.png,00212,cctv,T2,test,B,0.6330538988113403,True
item_00213_cctv_T2_test_C.png,00213,cctv,T2,test,C,0.795021653175354,True
item_00214_cctv_T2_test_A.png,00214,cctv,T2,test,A,0.8375456929206848,True
item_00215_cctv_T2_test_B.png,00215,cctv,T2,test,B,0.8247162699699402,True
item_00216_cctv_T2_test_C.png,00216,cctv,T2,test,C,0.5805097222328186,True
item_00217_cctv_T2_test_A.png,00217,cctv,T2,test,A,0.900277853012085,True
item_00218_cctv_T2_test_B.png,00218,cctv,T2,test,B,0.8471859097480774,True
item_00219_cctv_T2_test_C.png,00219,cctv,T2,test,C,0.9146657586097716,True
item_00220_cctv_T2_test_A.png,00220,cctv,T2,test,A,0.9129255414009094,True
item_00221_cctv_T2_test_B.png,00221,cctv,T2,test,B,0.1055558994412422,False
item_00222_cctv_T2_test_C.png,00222,cctv,T2,test,C,0.7900434136390686,True
item_00223_cctv_T2_test_A.png,00223,cctv,T2,test,A,0.8731002807617188,True
item_00224_cctv_T2_test_B.png,00224,cctv,T2,test,B,0.1758827716112136,False
item_00225_cctv_T2_test_C.png,00225,cctv,T2,test,C,0.8154998421669006,True
item_00226_cctv_T2_test_A.png,00226,cctv,T2,test,A,0.882585883140564,True
item_00227_cctv_T2_test_B.png,00227,cctv,T2,test,B,0.8357195258140564,True
item_00228_cctv_T2_test_C.png,00228,cctv,T2,test,C,0.7868365049362183,True
item_00229_cctv_T2_test_A.png,00229,cctv,T2,test,A,0.8247799873352051,True
item_00230_cctv_T2_test_B.png,00230,cctv,T2,test,B,0.6008972525596619,True
item_00231_cctv_T2_test_C.png,00231,cctv,T2,test,C,0.5164803266525269,True
item_00232_cctv_T2_test_A.png,00232,cctv,T2,test,A,0.9247198104858398,True
item_00233_cctv_T2_test_B.png,00233,cctv,T2,test,B,0.2603743076324463,False
item_00234_cctv_T2_test_C.png,00234,cctv,T2,test,C,0.0661194995045661,False
item_00235_cctv_T2_test_A.png,00235,cctv,T2,test,A,0.875525712966919,True
item_00236_cctv_T2_test_B.png,00236,cctv,T2,test,B,0.902621328830719,True
item_00237_cctv_T2_test_C.png,00237,cctv,T2,test,C,0.901242971420288,True
item_00238_cctv_T2_test_A.png,00238,cctv,T2,test,A,0.8496425151824951,True
item_00239_cctv_T2_test_B.png,00239,cctv,T2,test,B,0.8879534602165222,True
item_00240_dashcam_T1_train_B.png,00240,dashcam,T1,train,B,0.931184709072113,True
item_00242_dashcam_T1_train_A.png,00242,dashcam,T1,train,A,0.905372142791748,True
item_00243_dashcam_T1_train_B.png,00243,dashcam,T1,train,B,0.0180586520582437,False
item_00245_dashcam_T1_train_A.png,00245,dashcam,T1,train,A,0.8739413022994995,True
item_00246_dashcam_T1_train_B.png,00246,dashcam,T1,train,B,0.0829376280307769,False
item_00247_dashcam_T1_train_C.png,00247,dashcam,T1,train,C,0.9095895886421204,True
item_00248_dashcam_T1_train_A.png,00248,dashcam,T1,train,A,0.852851927280426,True
item_00249_dashcam_T1_train_B.png,00249,dashcam,T1,train,B,0.0679747685790062,False
item_00250_dashcam_T1_train_C.png,00250,dashcam,T1,train,C,0.8148269653320312,True
item_00251_dashcam_T1_train_A.png,00251,dashcam,T1,train,A,0.9381767511367798,True
item_00252_dashcam_T1_train_B.png,00252,dashcam,T1,train,B,0.7895351648330688,True
item_00254_dashcam_T1_train_A.png,00254,dashcam,T1,train,A,0.6269999742507935,True
item_00255_dashcam_T1_train_B.png,00255,dashcam,T1,train,B,0.9253386855125428,True
item_00256_dashcam_T1_train_C.png,00256,dashcam,T1,train,C,0.9107289910316468,True
item_00257_dashcam_T1_train_A.png,00257,dashcam,T1,train,A,0.8653786182403564,True
item_00258_dashcam_T1_train_B.png,00258,dashcam,T1,train,B,0.932468831539154,True
item_00259_dashcam_T1_train_C.png,00259,dashcam,T1,train,C,0.8436415195465088,True
item_00260_dashcam_T1_train_A.png,00260,dashcam,T1,train,A,0.8850103616714478,True
item_00261_dashcam_T1_train_B.png,00261,dashcam,T1,train,B,0.1775981932878494,False
item_00263_dashcam_T1_train_A.png,00263,dashcam,T1,train,A,0.0422574020922184,False
item_00264_dashcam_T1_train_B.png,00264,dashcam,T1,train,B,0.0363395400345325,False
item_00265_dashcam_T1_train_C.png,00265,dashcam,T1,train,C,0.6325949430465698,True
item_00266_dashcam_T1_train_A.png,00266,dashcam,T1,train,A,0.9296478629112244,True
item_00268_dashcam_T1_train_C.png,00268,dashcam,T1,train,C,0.8588948845863342,True
item_00269_dashcam_T1_train_A.png,00269,dashcam,T1,train,A,0.4411737620830536,True
item_00270_dashcam_T1_train_B.png,00270,dashcam,T1,train,B,0.8432597517967224,True
item_00271_dashcam_T1_train_C.png,00271,dashcam,T1,train,C,0.0079379417002201,False
item_00272_dashcam_T1_train_A.png,00272,dashcam,T1,train,A,0.8729037642478943,True
item_00273_dashcam_T1_train_B.png,00273,dashcam,T1,train,B,0.7520622611045837,True
item_00274_dashcam_T1_train_C.png,00274,dashcam,T1,train,C,0.914076328277588,True
item_00275_dashcam_T1_train_A.png,00275,dashcam,T1,train,A,0.0129053518176078,False
item_00276_dashcam_T1_train_B.png,00276,dashcam,T1,train,B,0.8720225691795349,True
item_00277_dashcam_T1_train_C.png,00277,dashcam,T1,train,C,0.8931180834770203,True
item_00278_dashcam_T1_train_A.png,00278,dashcam,T1,train,A,0.8724181652069092,True
item_00279_dashcam_T1_train_B.png,00279,dashcam,T1,train,B,0.2673352062702179,False
item_00280_dashcam_T1_train_C.png,00280,dashcam,T1,train,C,0.9140808582305908,True
item_00281_dashcam_T1_train_A.png,00281,dashcam,T1,train,A,0.55856853723526,True
item_00282_dashcam_T1_train_B.png,00282,dashcam,T1,train,B,0.9204087257385254,True
item_00283_dashcam_T1_train_C.png,00283,dashcam,T1,train,C,0.915070414543152,True
item_00284_dashcam_T1_train_A.png,00284,dashcam,T1,train,A,0.8741998076438904,True
item_00285_dashcam_T1_train_B.png,00285,dashcam,T1,train,B,0.7442344427108765,True
item_00286_dashcam_T1_train_C.png,00286,dashcam,T1,train,C,0.8762166500091553,True
item_00287_dashcam_T1_train_A.png,00287,dashcam,T1,train,A,0.8731530904769897,True
item_00288_dashcam_T1_train_B.png,00288,dashcam,T1,train,B,0.0291220042854547,False
item_00289_dashcam_T1_train_C.png,00289,dashcam,T1,train,C,0.8875077366828918,True
item_00290_dashcam_T1_train_A.png,00290,dashcam,T1,train,A,0.9322876930236816,True
item_00291_dashcam_T1_train_B.png,00291,dashcam,T1,train,B,0.744348406791687,True
item_00292_dashcam_T1_train_C.png,00292,dashcam,T1,train,C,0.9300808906555176,True
item_00293_dashcam_T1_train_A.png,00293,dashcam,T1,train,A,0.8453329205513,True
item_00294_dashcam_T1_train_B.png,00294,dashcam,T1,train,B,0.1281094998121261,False
item_00295_dashcam_T1_train_C.png,00295,dashcam,T1,train,C,0.9229386448860168,True
item_00296_dashcam_T1_train_A.png,00296,dashcam,T1,train,A,0.8661422729492188,True
item_00297_dashcam_T1_train_B.png,00297,dashcam,T1,train,B,0.7854302525520325,True
item_00298_dashcam_T1_train_C.png,00298,dashcam,T1,train,C,0.9101539850234984,True
item_00299_dashcam_T1_train_A.png,00299,dashcam,T1,train,A,0.927923321723938,True
item_00300_dashcam_T1_train_B.png,00300,dashcam,T1,train,B,0.943050503730774,True
item_00301_dashcam_T1_train_C.png,00301,dashcam,T1,train,C,0.7664321064949036,True
item_00302_dashcam_T1_train_A.png,00302,dashcam,T1,train,A,0.9466822147369384,True
item_00303_dashcam_T1_train_B.png,00303,dashcam,T1,train,B,0.8990496397018433,True
item_00304_dashcam_T1_train_C.png,00304,dashcam,T1,train,C,0.9312275648117064,True
item_00305_dashcam_T1_train_A.png,00305,dashcam,T1,train,A,0.8143787980079651,True
item_00306_dashcam_T1_train_B.png,00306,dashcam,T1,train,B,0.1460379213094711,False
item_00307_dashcam_T1_train_C.png,00307,dashcam,T1,train,C,0.909196436405182,True
item_00308_dashcam_T1_train_A.png,00308,dashcam,T1,train,A,0.9220974445343018,True
item_00309_dashcam_T1_train_B.png,00309,dashcam,T1,train,B,0.0187392737716436,False
item_00310_dashcam_T1_train_C.png,00310,dashcam,T1,train,C,0.8957991600036621,True
item_00311_dashcam_T1_train_A.png,00311,dashcam,T1,train,A,0.8939045667648315,True
item_00312_dashcam_T1_train_B.png,00312,dashcam,T1,train,B,0.5160723328590393,True
item_00313_dashcam_T1_train_C.png,00313,dashcam,T1,train,C,0.8873603940010071,True
item_00314_dashcam_T1_train_A.png,00314,dashcam,T1,train,A,0.9326943159103394,True
item_00316_dashcam_T1_train_C.png,00316,dashcam,T1,train,C,0.930403769016266,True
item_00317_dashcam_T1_train_A.png,00317,dashcam,T1,train,A,0.6886715888977051,True
item_00318_dashcam_T1_train_B.png,00318,dashcam,T1,train,B,0.8987089991569519,True
item_00319_dashcam_T1_train_C.png,00319,dashcam,T1,train,C,0.7943440079689026,True
item_00320_dashcam_T2_hero_Photoshop.png,00320,dashcam,T2,hero,Photoshop,0.0013267120812088,False
item_00322_dashcam_T2_hero_ChatGPT.png,00322,dashcam,T2,hero,ChatGPT,0.8683987855911255,True
item_00328_dashcam_T2_hero_ChatGPT.png,00328,dashcam,T2,hero,ChatGPT,0.9232906699180604,True
item_00338_dashcam_T2_hero_ChatGPT.png,00338,dashcam,T2,hero,ChatGPT,0.9261106252670288,True
item_00339_dashcam_T2_hero_ChatGPT.png,00339,dashcam,T2,hero,ChatGPT,0.9044619798660278,True
item_00340_dashcam_T2_train_C.png,00340,dashcam,T2,train,C,0.8207941651344299,True
item_00341_dashcam_T2_train_A.png,00341,dashcam,T2,train,A,0.9357944130897522,True
item_00343_dashcam_T2_train_C.png,00343,dashcam,T2,train,C,0.908425271511078,True
item_00344_dashcam_T2_train_A.png,00344,dashcam,T2,train,A,0.7728295922279358,True
item_00346_dashcam_T2_train_C.png,00346,dashcam,T2,train,C,0.9402047395706176,True
item_00347_dashcam_T2_train_A.png,00347,dashcam,T2,train,A,0.8046857714653015,True
item_00348_dashcam_T2_train_B.png,00348,dashcam,T2,train,B,0.0524682588875293,False
item_00350_dashcam_T2_train_A.png,00350,dashcam,T2,train,A,0.8642438054084778,True
item_00351_dashcam_T2_train_B.png,00351,dashcam,T2,train,B,0.013037584722042,False
item_00352_dashcam_T2_train_C.png,00352,dashcam,T2,train,C,0.916436493396759,True
item_00353_dashcam_T2_train_A.png,00353,dashcam,T2,train,A,0.885369062423706,True
item_00354_dashcam_T2_train_B.png,00354,dashcam,T2,train,B,0.0853775441646575,False
item_00355_dashcam_T2_train_C.png,00355,dashcam,T2,train,C,0.9037022590637208,True
item_00356_dashcam_T2_train_A.png,00356,dashcam,T2,train,A,0.8565448522567749,True
item_00357_dashcam_T2_train_B.png,00357,dashcam,T2,train,B,0.0854297131299972,False
item_00358_dashcam_T2_train_C.png,00358,dashcam,T2,train,C,0.8810176849365234,True
item_00359_dashcam_T2_train_A.png,00359,dashcam,T2,train,A,0.8409061431884766,True
item_00360_dashcam_T2_train_A.png,00360,dashcam,T2,train,A,0.871902585029602,True
item_00361_dashcam_T2_train_B.png,00361,dashcam,T2,train,B,0.8898772597312927,True
item_00362_dashcam_T2_train_C.png,00362,dashcam,T2,train,C,0.9251234531402588,True
item_00363_dashcam_T2_train_A.png,00363,dashcam,T2,train,A,0.073436290025711,False
